code,name_latin,name_en,name_fr
2840,Corophiidae f.,Corophiidae f.,
2841,Aoridae f.,Aoridae f.,Gammarides
2842,Paroediceros sp.,Paroediceros sp.,Gammarides
2843,Lilljeborgia sp.,Lilljeborgia sp.,
2844,Anonyx sarsi,Anonyx sarsi,Gammaride
2845,Phoxocephalidae f.,Phoxocephalidae f.,Gammarides
2846,Rhachotropis sp.,Rhachotropis sp.,Gammarides
2847,Rhachotropis inflata,R. Inflata,Gammaride
2848,Rhachotropis aculeata,R. Aculeata,Gammaride
2849,Harpinia propinqua,H. Propinqua,
2850,Tironidae f.,Tironidae f.,Gammarides
2851,Syrrhoe sp.,Syrrhoe sp.,
2852,Harpinia sp.,Harpinia sp.,
2853,Phoxocephalus holbolli,P. Holbolli,Gammaride
2854,Phoxocephalus sp.,Phoxocephalus sp.,
2855,Ampeliscidae f.,Ampeliscidae f.,Gammarides
2856,Haploops laevis,Haploops laevis,
2857,Ampelisca agassizi,Four-eyed amphipod,
2858,Ampelisca sp.,Ampelisca sp.,Gammarides
2859,Gammaropsis maculatus,G. Maculatus,
2860,Amphithoidae f.,Amphithoidae f.,
2861,Rozinante fragilis,Rozinante fragilis,Gammaride
2862,Harpinia crenulata,H. Crenulata,
2863,BYBLIS SERRATA,BYBLIS SERRATA,
2864,AMPELISCA MACROCEPHALA,AMPHIPOD,
2865,Pontogeneiidae f.,P. F.,
2866,Neopleustes pulchellus,N. Pulchellus,
2867,Pleustes panopla,Pleustes panopla,Gammaride
2868,ANONYX LILLJEBORGI,ANONYX LILLJEBORGI,
2869,ORCHOMONELLA MINUTA,ORCHOMONELLA MINUTA,
2870,Caprellidae f.,Caprellidae f.,
2871,Caprella linearis,Caprella linearis,
2872,Caprella septentrionalis,C. Septentrionalis,
2873,Aeginina longicornis,A. Longicornis,Caprellide
2874,Caprella sp.,Caprella sp.,
2875,Helirages fulvocinctus,H. Fulvocinctus,Gammaride
2876,Haliragoides inermis,H. Inermis,Gammaride
2877,SYRRHOE CRENULATA,SYRRHOE CRENULATA,
2878,ISCHYROCEROS ANGUIPES,ISCHYROCEROS ANGUIPES,
2879,MONOCULODES BOREALIS,MONOCULODES BOREALIS,
2880,Oedicerotidae f.,Oedicerotidae f.,Gammarides
2881,Monoculodes sp.,Monoculodes sp.,Gammarides
2882,Paroediceros lynceus,P. Lynceus,Gammaride
2883,Paroediceros propinguis,P. Propinguis,Gammaride
2884,Paroediceros longimanus,P. Longimanus,
2885,Monoculodes edwardsi,M. Edwardsi,
2886,MONOCULODES LATIMANUS,MONOCULODES ELATIMANUS,
2887,RACHOTROPIS OCULATA,RACHOTROPIS OCULATA,
2890,ISCHYROCEROS SP.,ISCHYROCEROS SP.,
2891,Nymph0n longitarse,N. Longitarse,
2892,Nymphon macrum,Nymphon macrum,
2893,Nymphon sp.,Nymphon sp.,
2894,Haustoriidae,Haustoriidae,Gammarides
2895,Priscillina armata,P. Armata,Gammaride
2896,Anurida maritima,Anurida maritima,
2897,Ischyroceridae f.,Ischyroceridae f.,Gammarides
2898,DYOPEDOS PORRECTUS,DYOPEDOS PORRECTUS,
2899,Clausocalanus sp.,Clausocalanus sp.,
2900,Copepoda s.c.,Copepoda s.c.,Cop‚podes
2901,"Copepoda s.c.,large",Copepods more than 3 mm,
2902,"Copepoda s.c.,small",Copepods 3 mm or less,
2903,Hyperia galba,Big-eyed amphipod,Hyp‚ride
2904,Parathemisto compressa,P. Compressa,
2905,Hyperiidea s.o.,Hyperiidea s.o.,Hyp‚rides
2906,Hyperiidae f.,Hyperiidae f.,Hyp‚rides
2907,Parathemisto oblivia,P. Oblivia,
2908,Monstrilla sp.,Copepod,
2909,"Paracalanus, calocalanus sp.","P. ,calocalanus",
2910,Calanus sp.,Calanus sp.,Cop‚podes
2911,Calanus finmarchicus,C. Finmarchicus,Cop‚pode
2912,Calanus hyperboreus,C. Hyperboreus,Cop‚pode
2913,Candacia sp.,Candacia sp.,
2914,Centropages sp.,C. Sp.,
2915,Candacia armata,Candacia armata,
2916,Centropages bradyi,C. Bradyi,
2917,Pseudocalanus sp.,Pseudocalanus sp.,
2918,Pseudocalanus elongatus,P. Elongatus,
2919,Temora sp.,Tempora sp.,
2920,Oithona sp.,Oithona sp.,
2921,Euchaeta norvegica,E. Norvegica,Cop‚pode
2922,Euchirella sp.,Euchirella sp.,
2923,Acartia longiremis,A. Longiremis,Cop‚pode
2924,Metridia lucens,Metridia lucens,Cop‚pode
2925,Metridia longa,Metridia longa,Cop‚pode
2926,Pleuromamma sp.,Pleuromamma sp.,
2927,Sphyrion lumpi,Sphyrion lumpi,
2928,Oithona similis,Oithona similis,
2929,Lernaeocera branchialis,L. Branchialis,
2930,Oithona spinirostris,O. Spinirostris,
2931,Clavella sp.,Clavella sp.,
2932,Paracalanus sp.,Paracalanus sp.,
2933,Metridia sp.,Metridia sp.,Cop‚podes
2934,Paracalanus parvus,Paracalanus parvus,
2935,Centropages typicus,C. Typicus,Cop‚pode
2936,Temora longicornis,T. Longicornis,Cop‚pode
2937,Microcalanus pusillus,M. Pusillus,Cop‚pode
2938,"Copepoda,nauplii","Copepoda,nauplii",
2939,Calanoida o.,Calanoida o.,Cop‚podes calanoides
2940,Tanaidae f.,Tanaidae f.,
2941,Parathemisto gaudichaudi,P. Gaudichaudi,Hyp‚ride
2942,Aetideus armatus,Aetideus armatus,
2943,Caligus sp.,Caligus sp.,
2945,Cyclopoida o.,Cyclopoida o.,
2946,Phronima sp.,Phronima sp.,
2950,Janira alta,Janira alta,Isopode
2960,Nebalia bipes,Nebalia shrimp,
2961,Nebalia sp.,Nebalia sp.,
2962,EUDORELLOPSIS BIPLICATA,EUDORELLOPSIS BIPLICATA,
2963,EUDORELLOPSIS INTEGRA,EUDORELLOPSIS INTEGRA,
2965,Eudorella sp.,Eudorella sp.,
2966,Eudorella truncatula,E. Truncatula,
2968,Cirolana sp.,Cirolana sp.,
2969,LEUCONIDAE F.,LEUCONIDAE F.,
2970,Cumacea o.,Cumacea o.,Cumac‚s
2971,Diastylis sp.,Diastylis sp.,Cumac‚s
2972,Diastylis rathkei,Diastylis rathkei,
2973,Diastylis polita,Diastylis polita,
2974,Leptocuma minor,Leptocuma minor,
2975,Leucon nasicoides,Leucon nasicoides,
2976,Eudorella emarginata,E. Emarginata,Cumac‚s
2977,Campylaspis sp.,Campylaspis sp.,
2978,Diastylis quadrispinosa,D. Quadrispinosa,
2979,Eudorella pusilla,E. Pusilla,
2980,Isopoda o.,Isopoda o.,Isopodes
2981,Aega psora,Aega psora,Isopode
2982,Idotea baltica,Idotea baltica,Isopode
2983,Idotea phosphorea,Idotea phosphorea,Isopode
2984,Chiridotea tuftsi,Chiridotea tuftsi,
2985,Synidotea nodulosa,S. Nodulosa,
2986,Munnopsis typica,Munnopsis typica,
2987,Phryxus abdominalis,P. Abdominalis,
2988,Bopyroides hippolytes,B. Hippolytes,
2989,Edotea triloba,Brown isopod,
2990,Cirripedia (subcl. / infracl.),Barnacle unspecified,Balane non sp‚cifi‚
2991,Cirolanidae f.,Cirolanidae f.,
2992,Idoteidae f.,Idoteidae f.,Isopodes
2993,Gnathia cerina,Gnathia cerina,
2994,Jaera marina,Little shore isopod,
2995,Balanidae f.,Balanidae f.,
2996,Idotea sp.,Idotea sp.,Isopodes
2997,Chiridotea sp.,Chiridotea sp.,
2998,Cirolana polita,Cirolana polita,
2999,Calathura branchiata,Isopod,Isopode
3000,Annelida p.,Segmented worms,Ann‚lides
3030,Aegidae f.,Aegidae f.,Isopodes
3050,Anthuridea s.o.,Anthuridea s.o.,
3051,Anthuridae f.,Anthuridae f.,
3085,Eunicidae f.,Eunicidae f.,
3086,ETEONE LONGA,PADDLE WORM,
3087,ETEONE FLAVA,PADDLE WORM,
3088,PHYLLODOCE MACULATA,PHYLLODOCE MACULATA,
3089,PHYLLODOCE MUCOSA,PHYLLODOCE MUCOSA,
3090,DORVILLEIDAE F.,DORVILLEIDAE F.,
3100,Polychaeta (cl.),Bristle worm (Polychaete) unspecified,Polych_te  non sp‚cifi‚
3101,"Polychaeta c.,large","Large polychaete, 3mm dia",
3102,"Polychaeta c.,small",Small polychaete 3mm dia,
3103,Lumbrineris sp.,Lumbrineris sp.,
3104,Nephtys sp.,Nephtys sp.,Polych_tes errantes
3105,Sternaspis sp.,Sternaspis sp.,
3106,Polychaeta larvae,Polychaeta larvae,
3107,Arabellidae f.,Arabellidae f.,Polych_tes errantes
3108,Drilonereis magna,Arabellid thread worm,Polych_te errante
3109,Eunice pennata,Eunice pennata,
3110,Phyllodoce sp.,Phyllodoce sp.,Polych_tes errantes
3111,Phyllodoce groenlandica,P. Groenlandica,Polych_te errante
3112,Eteone sp.,Paddle worms,
3113,Eteone trilineata,Paddle worm,
3114,Phyllodocidae f.,Phyllodocidae f.,Polych_tes errantes
3115,Nephtyidae f.,Nephtyidfae f.,Polych_tes errantes
3116,Arabella iricolor,Opal worm,
3117,Lumbrinereidae f.,Lumbrinereidae f.,
3118,Lumbrineris tenuis,L. Tenuis,
3119,Ninoe nigripes,Ninoe nigripes,
3120,Goniada maculata,Goniada maculata,Polych_te errante
3121,Goniada sp.,Chevron worms,
3122,Lumbrineris fragilis,L. Fragilis,
3123,Lumbrineris latreilli,L. Latreilli,
3124,Goniadidae f.,Goniadidae f.,Polych_tes errantes
3125,Nicomache canadensis,N. Canadensis,
3126,Syllidae f.,Syllidae f.,
3127,Goniada norvegica,Goniada norvegica,
3128,Exogone verugera,Exogone verugera,
3129,Melinnia elizabethae,M. Elizabethae,
3130,Nereis sp.,Nereis sp.,
3131,Nereis pelagica,Nereis pelagica (polychaete),Nereis pelagica (polychaete)
3132,Nereis grayi,Nereis grayi,
3133,Capitellidae f.,Capitellidae f.,Polych_tes s‚dentaires
3134,Tomopteridae f.,Tomopteridae f.,
3135,Nereis zonata,Nereis zonata,
3136,Potamilla reniformis,P. Reniformis,
3137,Melinna cristata,Ampharetid worm,
3138,Sabellidae f.,Sabellidae f.,
3139,Pectinariidae f.,Pectinariidae f.,Polych_tes s‚dentaires
3140,Sabella sp.,Sabella sp.,
3141,Rhodine sp.,Rhodine sp.,
3142,Pectinaria gouldii,Trumpet worm,
3143,Maldanidae f.,Filament tube worm,Polych_tes s‚dentaires
3144,Pectinaria sp.,Pectinaria sp.,Polych_tes s‚dentaires
3145,Praxillella sp.,Praxillella sp.,
3146,Ampharetidae f.,Ampharetidae f.,
3147,Potamilla neglecta,Fan worm,
3148,Amphitrite sp.,Terebellid worm,
3149,Pectinaria granulata,P. Granulata,Polych_te s‚dentaire
3150,Nereidae f.,Nereidae f.,Polych_tes errantes
3151,Terebellides stroemi,T. Stroemi,
3152,Scalibregma inflatum,Scalibregma inflatum (polychaete),Scalibregma inflatum (Polych_te)
3153,Opheliidae,Opheliidae f.,Polych_tes s‚dentaires
3154,Samytha sexcirrata,Samytha sexcirrata,
3155,Anobothrus gracilis,A. Gracilis,
3156,Ophelia limacina,Ophelia limancia,
3157,Ophelia acuminuta,Ophelia acuminuta,
3158,Apistobranchidae f.,Apistobranchidae f.,
3159,Ophelia sp.,Ophelia sp.,
3160,Terebellidae f.,Terebellidae f.,Polych_tes s‚dentaires
3161,Arenicola marina,Lugworm,
3162,Aricidea sp.,Aricidea sp.,
3163,Leiochone sp.,Leiochone sp.,
3164,Spionida f.,Spionida f.,
3165,Sternaspis scutata,S. Scutata,
3166,Nothria conchylega,N. Conchylega,
3167,Scoloplos sp.,Orbiniid worms,Polych_tes s‚dentaires
3168,Chone duneri,Chone duneri,
3169,Paraonis lyra,Paraonis lyra,
3170,Flabelligerida f.,Flabelligerida f.,
3171,Pherusa pherusa,Flabelligerid worm,
3172,Brada sp.,Flabelligerid worms,
3173,Pherusa sp.,Labelligerid worms,
3174,Diplocirrus hirsutus,Flabelligerid worm,
3175,Oligochaeta c.,Aquatic earthworms,Oligoch_tes
3176,Ampharete sp.,Ampharete sp.,
3177,Ampharete finmarchica,A. Finmarchica,
3178,PHERUSA AFFINIS,FLABELLIGERID WORM,
3179,Travisia carnea,Travisia carnea,
3180,Thraciidae f.,Thraciidae f.,
3181,Aglaophamus circinata,A. Circinata,
3182,Nephtys bucera,Nephtys bucera,
3183,Nephtys incisa,Nephtys incisa,
3184,NEPHTYS CAECA,NEPHTYS CAECA,
3185,Leptonidae f.,Leptonidae f.,
3186,BRADA VILLOSA,FLABELLIGERID WORMS,
3187,Exogone sp.,Exogone sp.,
3188,ARABELLA SP.,OPAL WORM,
3189,TEREBELLIDA,TEREBELLIDA,
3190,Lucinidae f.,Lucinidae f.,
3191,Thelepus cincinnatus,Thelepus cincinnatus,
3192,AMPHITRITE AFFINIS,TEREBELLID WORM,
3193,AMPHITRITE CIRRATA,TEREBELLID WORM,
3194,Oweniidae f.,Oweniidae f.,
3195,Hesionidae f.,Hesionidae f.,
3196,Owenia fusiformis,Owenia fusiformis,
3197,STREBLOSOMA SPIRALIS,STREBLOSOMA SPIRALIS,
3200,Aphrodita hastata,Sea mouse,Polych_te errante
3205,ZOANTHARIA,ZOANTHARIA,
3210,Aphroditidae f.,Aphroditidae f.,Polych_tes errantes
3211,Aphrodita aculeata (obsolete),Aphrodita aculeata,
3212,APHRODITA sp.,Sea mouse unspecified,Souris de mer non sp‚cifi‚e
3221,Chone sp.,Chone sp.,
3222,Euchone sp.,Euchone sp.,
3230,Glyceridae f.,Glyceridae f.,Polych_tes errantes
3240,Caridea so.,Caridea so.,Crevettes (Carid‚s)
3270,Orbiniidae f.,Orbiniidae f.,Polych_tes s‚dentaires
3280,Cirratulidae f.,Cirratulidae f.,
3300,Gephyrea (sipuncula) p.,G. (sipuncula),Sipunculides
3311,Echiurus echiurus,Echiurus echiurus,
3312,Themiste sp.,Themiste sp.,
3313,Phascolosoma gouldii,Gould's sipunculid,Sipunculide
3314,Phascolion strombi,P. Strombi,Sipunculide
3320,Phascolosoma sp.,Phascolosoma sp.,
3330,Echiurida p.,Echiurida p.,êchiures
3340,Echiuridae f.,Echiuridae f.,
3400,Acanthocephala p.,Acanthocephala p.,
3450,Priapulida c.,Priapulida c.,Priapulides
3451,Priapulus caudatus,Priapulus,Priapulide
3460,Onuphidae f.,Onuphidae f.,
3500,Polynoidae f.,Polynoidae f.,Polych_tes errantes
3501,Lepidonotus squamatus,L. Squamatus,
3502,Gattyana sp.,Gattyana sp.,
3503,HARMOTHOE SP.,HARMOTHOE SP.,
3504,HARMOTHOE IMBRICATA,HARMOTHOE IMBRICATA,
3505,HARMOTHOE EXTENUATA,HARMOTHOE EXTENUATA,
3550,Glycera sp.,Blood worms,Polych_tes errantes
3551,Glycera capitata,Blood worm,Polych_tes errantes
3600,Heteropoda/pteropoda,"Sea snails,dea butterflies",
3601,Heteropoda,Pelagic sea snail,
3700,Sipunculus sp.,Sipunculus sp.,
3701,GOLFINGIA SP.,GOLFINGIA SP.,
3999,sand tube, ,
4000,Mollusca p.,Mollusca p.,Mollusques
4005,Mollusca larvae,Mollusca larvae,
4110,Scaphopoda c.,Tusk or toothshells,Scaphopodes
4200,Gastropoda (cl.),Gastropod unspecified,Gastropode non sp‚cifi‚
4201,Amphissa haliaeeti,A. Haliaeeti,
4202,Puncturella noachina,Keyhole limpet,
4209,Buccinidae f.,Buccinidae f.,Buccins
4210,Buccinum sp.,Whelk unspecified,Buccin non sp‚cifi‚
4211,Buccinum undatum,Wave whelk / common,Buccin commun
4212,Buccinum scalariforme,Silky buccinum,Buccin
4216,Propebela cancellata,Cancellate lora,
4221,Lunatia heros,Moonshell,"Lunatie (natice de l'Atlantique,natice h‚ros)"
4222,Natica clausa,Little moonshell,
4223,Margarites cinera (obsolete),Margarites cinera,
4224,Margarites costalis,M. Costalis,
4225,Margarites groenlandica,M. Groenlandica,
4227,Neptunea decemcostata,Wrinkle whelk,Neptunea decemcostata
4228,Colus sp.,Spindle shell,Buccin/colus
4229,Turritellopsis sp.,Turritellopsis sp.,
4230,APORRHAIS sp.,Duck or pelican foot,Aporrais non sp‚cifi‚
4231,Nucella lapillus,Nucella lapillus,
4232,Ilyanassa obsoleta,Mud snail,
4233,Nassa bivittata,Dog whelk,
4235,Nassariidae or thaisidae f.,Dog whelks,
4240,Epitonium sp.,Epitonium,
4250,Littorinidae (fam.),Periwinkle unspecified,Pervanche non sp‚cifi‚e
4251,Skeneopsis sp.,Skenes,
4252,Velutina laevigata,Velvet shell,
4253,Fissurellidae f.,Keyhole limpid,
4254,Margarites helicina,M. Helicina,
4255,Trochidae f.,Top shells,
4256,Philine sinuata,Philine sinuata,
4257,Cylichna alba,Cylichna alba,
4258,Lunatia triseriata,Spotted northern moontail,
4259,Calliostoma occidentale,C. Occidentale,
4260,Amauropsis islandica,A. Islandica,
4300,Bivalvia (cl.),Bivalve unspecified (Class).,Bivalve non sp‚cifi‚e (Classe)
4301,Ensis directus,Razor shell clam,
4302,Thyasira sp.,Thyasira sp.,
4303,Tellina sp.,Tellina sp.,
4304,Arctica islandica,Ocean quahaug,Quahog nordique
4305,Pandora gouldiana,Pandora gouldiana,
4306,Cuspidaria glacialis,Glacier dipper shell,
4307,Astarte undata,Astarte undata,Astarte ondul‚e
4308,Nucula sp.,Nucula sp.,
4309,Mya truncata,Mya truncata,Mye tronqu‚e
4310,Cryptodonta (sup. Ord.),Bivalve clams unspecified,Bivalves palourde non sp‚cifi‚
4311,Venus mercenaria (obsolete),Quahaug,
4312,Cyrtodaria siliqua,Bank clam,Mye / couteau de Banks (pitot)
4313,Macoma sp.,Macoma sp.,
4314,Pitar morrhuana,Morrhua venusna,
4315,Siliqua sp.,Razor clam,
4316,Astarte sp.,Astarte sp.,Astartes
4317,Spisula solidissima,"Bar,surf clam",
4318,Mya arenaria,Soft shell clam,Mye commune
4319,Hiatella arctica,Soft shell or long neck clam,Saxicave arctique
4320,Pectinidae f.,Scallops,P‚toncles
4321,Placopecten magellanicus,Giant sea scallop,P‚toncle g‚ant
4322,Chlamys islandicus,Iceland scallop,P‚toncle d'Islande
4323,Mercenaria mercenaria,Hard clam,
4324,Argopecten irradians,Bay scallop,P‚toncle atlantique
4325,Argopecten gibbus,Calico scallop,
4326,Crassostrea virginica,American cupped oyster,Huitre malp_que
4327,Cyrtodaria sp.,Cyrtodaria sp.,Myes / couteaux
4328,Anomiidae f.,Anomiidae f.,
4329,Veneridae f.,Veneridae f.,
4330,Mytilidae (fam.),Mussel unspecified,Moule non sp‚cifi‚
4331,Mytilus edulis,Common mussels,Moule bleue
4332,Modiolus modiolus,Horse mussels,Moule g‚ante
4333,Thyasiridae f.,Thyasiridae f.,
4334,Musculus niger,Musculus niger,
4335,Strombus and busycon sp.,Conchs,
4336,Aequipecten glyptus,A. Glyptus,
4337,Bathyarca pectunculoides,B. Pectunculoides,
4338,Astarte castanea,Astarte castanea,
4339,Bathyarca sp.,Bathyarca sp.,
4340,Cardiidae (fam.),Cockle unspecified,Bucarde (coque) non sp‚cifi‚
4341,Cardium sp.,Cardium sp.,
4342,Clinocardium ciliatum,Iceland cockle,Coque d'Islande
4343,Serripes groenlandicus,Greenland cockle,
4344,Venericardia borealis,Heart shell,
4345,Cerastoderma pinnulatum,Northern dwarf cockle,
4346,Solemya borealis,Solemya borealis,
4347,Limatula sp.,Limatula sp.,
4350,Nuculidae f.,Nut shells,
4351,Nuculana sp.,Nuculana sp.,
4352,Nuculana tenuisulcata,Thin nut clam,Bivalve
4353,Nuculana buccata,Nuculana buccata,
4354,Yoldia sp.,Yoldia sp.,
4355,Spisula polynyma,Stimpson's surf clam,
4356,Yoldia sapotilla,Y. Sapotilla,
4360,Nuculanidae f.,Nuculanidae f.,
4361,Nucula  tenuis,Nucula  tenuis,
4370,Tellinidae f.,Tellinidae f.,
4380,Anomia simplex,Anomia simplex,
4381,Anomia sp.,Anomia sp.,
4390,blook ark, ,
4400,Nudibranchia (ord.),Sea slug / Nudibranch unspecified,Nudibranche non sp‚cifi‚e
4410,Dendronotus sp.,Bushy backslug,
4420,Aeolidia sp.,Plumed seaslug,
4430,Cylichnidae f.,Canoe shells,
4431,Scaphander punctostriatus,Giant canoe bubble,
4500,Cephalopoda c.,Cephalopoda c.,C‚phalopodes
4501,Teuthoidea o.,Teuthoidea o.,Calmars
4502,Myopsida s.o.,Myopsida s.o.,Calmars
4503,Oegopsida s.o.,Oegopsida s.o.,Calmars
4504,Sepioidea o.,Sepioidea o.,Seiches
4510,Ommastrephidae f.,Ommastrephidae f.,Calmars
4511,Illex illecebrosus,Short-fin squid,Encornet rouge nordique
4512,Loligo pealei,Long-finned squid,Calmar totam (longues nageoires)
4513,Ommastrephes sp.,Ommastrephes sp.,Calmars
4514,"Loliginidae,ommastrephidae f.",Squid (ns),
4515,Illex sp.,Illex sp.,Encornets
4516,Ommastrephinae s.f.,Ommastrephinae s.f.,
4517,Ornithoteuthis sp.,Ornithoteuthis sp.,Encornets oiseaux
4518,Ommastrephes bartrami,O. Bartrami,Encornet volant
4519,Ommastrephes pteropsus,O. Pteropsus,Encornet … dos orange
4520,Incirrata s.o.,Incirrata s.o.,Pieuvres (Incirrata)
4521,Octopoda (ord.),Octopus unspecified,Pieuvre  non sp‚cifi‚e
4522,Semirossia tenera,Lerrse bobtail squid,S‚piole calamarette
4523,Rossia hyatti (obsolete),Rossia hyatti,
4524,Bathypolypus arcticus,B. Arcticus,Poulpe bor‚al
4525,Rossia palpebrosa,Rossia palpebrosa,S‚piole
4526,Rossia megaptera,Rossia megaptera,S‚piole
4527,Stauroteuthidae f.,S. F.,Pieuvre
4528,Bolitaenidae f.,Bolitaenidae f.,Pieuvres
4529,Octopodidae f.,Octopodidae f.,Pieuvres
4530,Tremoctopodidae f.,Tremoctopodidae f.,Pieuvres
4531,Argonauta argo,Paper nautilus,Argonaute papier
4532,Argonautidae f.,Argonautidae f.,Argonautes
4533,Alloposidae f.,Alloposidae f.,Pieuvres
4534,Ocythoidae f.,Ocythoidae f.,Pieuvres
4535,Vampyroteuthidae f.,Vampyroteuthidae f.,Calmars
4536,Sepiolodae f.,Sepiolidae f.,S‚pioles
4537,Heteroteuthinae s.f.,Heteroteuthinae s.f.,S‚pioles
4538,Heteroteuthis dispar,H. Dispar,S‚piole
4539,Spirulidae f.,Spirulidae f.,Spirulas
4540,Loliginidae f.,Loliginidae f.,Casserons
4541,Loligo sp.,Loligo sp.,Casserons
4542,Lycoteuthidae f.,Lycoteuthidae f.,Calmars
4543,Lampadioteuthis sp.,Lampadioteuthis sp.,Calmars
4544,Selenoteuthis sp.,Selenoteuthis sp.,Calmars
4545,Enoploteuthidae f.,Enoploteuthidae f.,Encornets
4546,Enoploteuthinae s.f.,Enoploteuthinae s.f.,
4547,Enoploteuthis sp.,Enoploteuthis sp.,Encornets
4548,Enoploteuthis anapsis,E. Anapsis,Encornet
4549,Enoploteuthis leptura,E. Leptura,Encornet
4550,Abralia sp.,Abralia sp.,Encornets
4551,Abralia redfieldi,Abralia redfieldi,Encornet
4552,Abralia veranyi,Abralia veranyi,Encornet
4553,Abraliopsis sp.,Abraliopsis sp.,Encornets
4554,Abraliopsis pfefferi,A. Pfefferi,Encornet
4556,Ancistrocheirinae s.f.,Ancistrocheirinae s.f.,
4557,Thelidioteuthis sp.,Thelidioteuthis sp.,Encornets
4558,Pyroteuthinae s.f.,Pyroteuthinae s.f.,
4559,Pterygioteuthis sp.,Pterygioteuthis sp.,Encornets
4560,Pyroteuthis sp.,Pyroteuthis sp.,Encornets
4561,Octopoteuthidae f.,Octopoteuthidae f.,Calmars
4562,Octopoteuthis sp.,Octopoteuthis sp.,Calmars
4563,Onychoteuthidae f.,Onychoteuthidae f.,Cornets
4564,Onychoteuthis sp.,Onychoteuthis sp.,Cornets
4565,Onykia sp.,Onykia sp.,Cornets
4566,Chiroteuthidae f.,Chiroteuthidae f.,Calmars
4567,Chiroteuthis sp.,Chiroteuthis sp.,Calmars
4568,Gonatidae f.,Gonatidae f.,Encornets
4569,Gonatus sp.,Gonatus sp.,Encornets
4570,Lepidoteuthidae f.,Lepidoteuthidae f.,Lout_nes
4571,Tetronychoteuthis sp.,T. Sp.,Lout_nes
4572,Pholidoteuthis sp.,Pholidoteuthis sp.,Lout_nes
4573,Architeuthidae f.,Architeuthidae f.,Encornets monstres
4574,Histioteuthidae f.,Histioteuthidae f.,Lout_nes
4575,Histioteuthis bonnellii,H. Bonnellii,Lout_ne bonnet
4576,Histioteuthis celetaria celetaria,H. C. Celetaria,Calmar
4577,Histioteuthis corona corona,H. C. Corona,Calmar
4578,Histioteuthis dofleini,H. Dofleini,Lout_ne vase
4579,Histioteuthis elongata,H. Elongata,Lout_ne longue
4580,Histioteuthis reversa,H. Reversa,Lout_ne
4581,Bathyteuthidae f.,Bathyteuthidae f.,Lout_nes abyssales
4582,Ctenopteryx sp.,Ctenopteryx sp.,Calmars
4583,Brachioteuthis sp.,Brachioteuthis sp.,Encornets … bras courts
4584,Mastigoteuthis sp.,Mastigoteuthis sp.,Calmars
4585,Cranchiidae f.,Cranchiidae f.,Encornets outres
4586,Cranchiinae s.f.,Cranchiinae s.f.,
4587,Cranchia sp.,Cranchia sp.,Encornets outres
4588,Leachia sp.,Leachia sp.,Encornets outres
4589,Liocranchia sp.,Liocranchia sp.,Encornet outre
4590,Taoniinae s.f.,Taoniinae s.f.,
4591,Taonius sp.,Taonius sp.,Encornets outres
4592,Teuthowenia sp.,Teuthowenia sp.,Encornets outres
4593,Galiteuthis sp.,Galiteuthis sp.,Encornets outres
4594,Helicocranchia sp.,Helicocranchia sp.,Encornets outres
4595,Megalocranchia sp.,Megalocranchia sp.,Encornets outres
4596,Egea sp.,Egea sp.,Encornets outres
4600,Pteropoda,Sea butterflies,
4611,Clione limacina,Clione limacina,Pt‚ropodes (papillon de mer nu)
4621,Limacina helicina,Helocid pteropod,Pt‚ropode
4622,Limacina retroversa,Shelled sea butterfly,Pt‚ropode
4700,Polyplacophora (cl.),Chiton unspecified,Chiton (Chiton rouge du nord)
4711,Amicula vestita,Amicula vestita,
4712,Ischnochiton sp.,Ischnochiton sp.,
4713,Tonicella rubra,Red northern chiton,
4714,Lepidopleurus cancellatus,Arctic cancellate chiton,
4720,Chaetoderma sp.,Chaetoderma sp.,
4997,operculum, ,
4998,squid beaks, ,
4999,mollusc remains, ,
5000,Chaetognatha p.,Arrow worms,Chaetognathes
5011,Sagitta elegans,Sagitta elegans,
5012,Sagitta sp.,Arrow worms,
5100,Pycnogonida (cl.),Sea spider unspecified,Araign‚e de mer  non sp‚cifi‚e
5101,Pycnogonidae o.,Pycnogonidae o.,
5102,Pycnogonum littorale,Anemone sea spider,
5200,Archaeogastropoda o.,Limpet (ns),Patelles
5201,Crucibulum striatum,Cup and saucer limpet,
5300,platyhelminthes, ,
5500,Rhynchocoela p.,Rhynchocoela p.,Rhynchocoeles
6000,Echinodermata p.,Spiny skinned animals,êchinodermes
6006,BATHYNECTES SUPERBUS,PORTUNID CRABS,
6100,Asteroidea (cl.),Starfish unspecified (Class),êtoile de mer non sp‚cifi‚e (Classe)
6110,Asterias sp. ,Starfish unspecified,êtoile de mer non sp‚cifi‚e
6111,Asterias vulgaris,Northern / Purple starfish,êtoile de mer pourpre
6113,Leptasterias polaris,Polar starfish,êtoile de mer polaire
6115,Ctenodiscus crispatus,Mud star,êtoile de vase
6117,Hippasteria phrygiana,Horse star,Hippasteria phrygiana
6119,Henricia sanguinolenta,Blood star,Petite ‚toile rouge sang
6120,Solaster sp.,Sunstar unspecified,Soleil de mer non sp‚cifi‚e
6121,Solaster endeca,Smooth / Purple sunstar,Soleil de mer pourpre
6123,Solaster papposus (=Crossaster papposus),Spiny sun star,Soleil de mer ‚pineux
6125,Pteraster militaris,Pteraster militaris,êtoile  coussin
6127,Pentagonaster tosia,P. Tosia,
6128,Psilaster archaster,P. Archaster,
